name,x1,x2,y1,y2,classname
2353.png,1050,101,1168,260,face_with_mask
2394.png,98,192,162,268,face_with_mask
2394.png,311,197,372,275,face_with_mask
1915.png,149,78,428,463,face_with_mask
1911.jpg,312,42,510,297,face_with_mask
4939.png,399,101,443,153,face_with_mask
2813.png,176,266,218,310,face_with_mask
2813.png,616,280,683,347,face_with_mask
2813.png,8,286,49,335,face_with_mask
2813.png,703,281,767,382,face_with_mask
2813.png,0,305,33,382,face_with_mask
3814.png,271,39,380,179,face_with_mask
3814.png,1,44,34,184,face_with_mask
2050.jpg,316,178,383,256,face_with_mask
2050.jpg,231,75,288,143,face_with_mask
2050.jpg,507,178,577,249,face_with_mask
2050.jpg,556,210,609,287,face_with_mask
3528.png,163,22,421,364,face_with_mask
3699.png,159,107,449,482,face_with_mask
2713.png,152,6,540,467,face_with_mask
3167.png,91,13,421,348,face_with_mask
3629.png,363,197,455,342,face_with_mask
2342.png,193,26,259,119,face_with_mask
1916.jpg,725,93,805,192,face_with_mask
1916.jpg,541,20,607,107,face_with_mask
1916.jpg,962,92,1021,159,face_with_mask
4398.png,46,60,325,431,face_with_mask
3248.png,342,39,428,165,face_with_mask
4244.png,239,24,424,277,face_with_mask
3746.png,152,5,504,404,face_with_mask
2564.png,298,132,439,312,face_with_mask
2063.jpg,276,208,738,791,face_with_mask
4886.png,119,73,354,389,face_with_mask
4084.png,257,26,305,83,face_with_mask
4084.png,182,14,231,77,face_with_mask
5233.jpg,604,117,1478,1275,face_with_mask
3744.png,138,0,203,74,face_with_mask
3786.png,301,33,444,234,face_with_mask
3786.png,127,25,264,202,face_with_mask
2354.png,235,156,305,233,face_with_mask
2354.png,415,131,551,315,face_with_mask
2354.png,109,190,154,245,face_with_mask
3286.png,246,4,646,380,face_with_mask
2602.png,209,24,643,567,face_with_mask
2558.png,197,5,521,448,face_with_mask
3092.png,86,3,320,297,face_with_mask
4946.png,80,11,687,558,face_with_mask
4751.png,53,14,312,401,face_with_mask
4751.png,270,78,566,438,face_with_mask
4263.png,135,10,369,360,face_with_mask
4706.png,324,167,552,467,face_with_mask
4706.png,29,164,304,489,face_with_mask
4240.png,342,196,394,264,face_with_mask
3155.png,174,77,487,547,face_with_mask
2136.jpg,503,5,671,153,face_with_mask
3099.png,176,9,500,397,face_with_mask
3775.png,618,323,750,464,face_with_mask
3775.png,126,181,254,344,face_with_mask
2567.png,319,149,390,255,face_with_mask
5684.jpg,47,111,187,270,face_with_mask
5684.jpg,502,108,746,318,face_with_mask
3237.png,434,44,578,231,face_with_mask
2771.png,96,73,374,476,face_with_mask
4821.png,525,9,676,207,face_with_mask
2268.png,213,17,528,458,face_with_mask
2094.jpg,2001,64,2193,273,face_with_mask
2094.jpg,1489,253,1656,454,face_with_mask
4578.png,151,196,433,542,face_with_mask
2700.png,311,221,397,347,face_with_mask
3818.png,457,252,501,308,face_with_mask
3818.png,592,231,637,286,face_with_mask
3818.png,253,299,327,381,face_with_mask
3818.png,515,281,581,365,face_with_mask
2355.png,592,90,728,253,face_with_mask
2355.png,73,180,192,320,face_with_mask
2355.png,240,102,345,239,face_with_mask
2355.png,59,116,130,211,face_with_mask
2355.png,4,184,56,261,face_with_mask
4101.png,6,10,441,395,face_with_mask
4453.png,447,102,733,469,face_with_mask
4698.png,231,106,348,258,face_with_mask
4698.png,739,112,907,278,face_with_mask
3067.png,103,29,206,155,face_with_mask
3067.png,361,80,485,208,face_with_mask
2859.png,275,192,557,575,face_with_mask
4689.png,285,3,486,256,face_with_mask
1895.jpg,250,31,393,197,face_with_mask
1895.jpg,148,70,261,229,face_with_mask
1895.jpg,474,73,566,176,face_with_mask
3405.png,622,115,697,220,face_with_mask
3405.png,349,91,433,194,face_with_mask
4825.png,386,113,526,274,face_with_mask
3517.png,79,147,213,307,face_with_mask
3517.png,405,0,527,188,face_with_mask
3517.png,278,178,521,540,face_with_mask
3517.png,208,79,331,244,face_with_mask
3907.png,262,84,456,341,face_with_mask
3907.png,2,98,196,463,face_with_mask
3428.png,29,187,324,572,face_with_mask
2785.png,382,43,548,257,face_with_mask
2785.png,551,8,754,254,face_with_mask
2651.png,256,22,456,283,face_with_mask
4708.png,471,20,577,142,face_with_mask
3905.png,537,11,748,275,face_with_mask
3905.png,99,21,304,291,face_with_mask
3905.png,835,118,994,336,face_with_mask
3905.png,318,166,421,296,face_with_mask
3905.png,421,152,514,276,face_with_mask
3477.png,409,27,524,190,face_with_mask
2679.png,238,0,496,316,face_with_mask
3690.png,172,15,234,99,face_with_mask
3543.png,143,4,633,500,face_with_mask
4124.png,109,71,429,454,face_with_mask
3955.png,100,6,658,610,face_with_mask
5136.jpg,212,17,428,307,face_with_mask
4046.png,503,183,578,257,face_with_mask
4046.png,786,72,921,252,face_with_mask
4046.png,914,1,971,66,face_with_mask
2176.png,175,15,496,446,face_with_mask
4887.png,344,14,742,649,face_with_mask
4341.png,279,11,691,530,face_with_mask
2973.png,3,7,702,813,face_with_mask
2322.png,679,11,753,91,face_with_mask
2322.png,415,5,519,105,face_with_mask
2705.png,163,0,723,565,face_with_mask
4712.png,317,76,538,332,face_with_mask
2223.png,427,137,575,270,face_with_mask
2223.png,340,154,444,249,face_with_mask
2223.png,27,120,215,414,face_with_mask
3268.png,530,101,594,177,face_with_mask
3268.png,27,150,84,217,face_with_mask
3268.png,262,85,343,194,face_with_mask
3268.png,339,143,382,210,face_with_mask
3457.png,178,102,244,201,face_with_mask
3457.png,432,108,500,214,face_with_mask
2991.png,233,98,374,281,face_with_mask
1847.jpg,285,108,381,209,face_with_mask
1847.jpg,471,119,549,220,face_with_mask
4163.png,221,106,583,607,face_with_mask
3125.png,4,27,124,161,face_with_mask
3125.png,194,20,297,152,face_with_mask
3125.png,457,82,515,181,face_with_mask
4582.png,528,2,774,211,face_with_mask
4582.png,259,5,526,281,face_with_mask
4582.png,60,292,196,458,face_with_mask
4582.png,107,370,249,518,face_with_mask
3929.png,412,3,1091,712,face_with_mask
2553.png,296,102,528,465,face_with_mask
3777.png,217,124,365,287,face_with_mask
4663.png,540,5,645,136,face_with_mask
4663.png,680,69,851,260,face_with_mask
3714.png,632,39,751,194,face_with_mask
3714.png,1020,59,1135,196,face_with_mask
3714.png,267,165,372,329,face_with_mask
5276.jpg,339,79,684,521,face_with_mask
4926.png,714,45,939,392,face_with_mask
4926.png,131,39,361,414,face_with_mask
3463.png,207,262,251,310,face_with_mask
4597.png,69,76,358,435,face_with_mask
2943.png,261,79,345,152,face_with_mask
2943.png,315,24,385,100,face_with_mask
3427.png,416,91,490,181,face_with_mask
5642.jpg,454,11,574,162,face_with_mask
3224.png,332,4,639,408,face_with_mask
4562.png,221,27,509,453,face_with_mask
2524.png,135,85,300,304,face_with_mask
2524.png,474,251,527,316,face_with_mask
3735.png,62,53,75,64,face_with_mask
3735.png,89,57,103,70,face_with_mask
3735.png,92,13,109,29,face_with_mask
4013.png,855,87,901,140,face_with_mask
4013.png,202,204,275,280,face_with_mask
4013.png,588,96,655,195,face_with_mask
4013.png,500,116,532,159,face_with_mask
4013.png,650,154,767,232,face_with_mask
4013.png,924,150,951,164,face_with_mask
4013.png,818,147,840,167,face_with_mask
5029.jpg,829,376,1040,597,face_with_mask
5029.jpg,375,132,650,458,face_with_mask
3892.png,337,39,406,119,face_with_mask
3892.png,70,33,130,104,face_with_mask
3892.png,210,84,259,131,face_with_mask
3892.png,509,87,551,155,face_with_mask
3994.png,267,2,668,402,face_with_mask
4283.png,70,7,423,427,face_with_mask
3981.png,627,144,705,256,face_with_mask
3981.png,572,290,616,345,face_with_mask
3981.png,489,289,526,338,face_with_mask
3981.png,414,317,447,354,face_with_mask
3981.png,223,281,267,332,face_with_mask
4544.png,13,7,480,403,face_with_mask
4760.png,314,154,405,264,face_with_mask
3034.png,229,35,433,296,face_with_mask
4220.png,464,41,666,302,face_with_mask
4220.png,458,41,672,311,face_with_mask
3940.png,556,7,784,284,face_with_mask
3840.png,28,4,370,357,face_with_mask
2683.png,173,283,206,321,face_with_mask
5689.jpg,445,1,694,344,face_with_mask
5689.jpg,162,115,411,429,face_with_mask
4526.png,222,87,511,419,face_with_mask
4953.png,169,112,283,234,face_with_mask
4953.png,282,105,444,282,face_with_mask
4953.png,443,115,535,230,face_with_mask
4953.png,587,138,657,244,face_with_mask
3995.png,299,3,585,403,face_with_mask
4942.png,176,236,296,382,face_with_mask
4847.png,504,317,563,381,face_with_mask
3689.png,478,70,595,198,face_with_mask
4511.png,297,6,452,240,face_with_mask
1902.jpg,234,83,426,282,face_with_mask
2169.png,24,2,552,553,face_with_mask
2971.png,91,239,191,371,face_with_mask
2971.png,584,244,673,357,face_with_mask
2971.png,490,220,550,300,face_with_mask
2971.png,447,210,491,270,face_with_mask
2971.png,261,231,311,297,face_with_mask
6400.jpg,436,115,590,339,face_with_mask
6400.jpg,646,100,772,256,face_with_mask
6400.jpg,1598,1,1730,110,face_with_mask
2340.png,248,122,436,343,face_with_mask
3916.png,283,157,461,377,face_with_mask
3916.png,203,162,276,275,face_with_mask
3916.png,61,91,118,147,face_with_mask
3916.png,5,45,35,87,face_with_mask
5560.jpg,135,2,774,548,face_with_mask
2362.png,222,115,339,275,face_with_mask
2362.png,3,171,145,338,face_with_mask
2702.png,486,148,547,231,face_with_mask
2702.png,314,206,357,271,face_with_mask
3549.png,265,136,382,260,face_with_mask
3549.png,1049,188,1090,248,face_with_mask
4184.png,149,33,591,578,face_with_mask
3780.png,370,5,507,162,face_with_mask
3095.png,87,4,612,588,face_with_mask
5005.jpg,103,100,571,685,face_with_mask
3061.png,316,184,378,267,face_with_mask
3061.png,370,207,424,266,face_with_mask
1825.jpg,374,90,459,180,face_with_mask
1825.jpg,161,138,235,224,face_with_mask
3245.png,133,2,628,427,face_with_mask
3796.png,147,36,367,318,face_with_mask
4637.png,137,12,458,463,face_with_mask
4259.png,300,14,704,507,face_with_mask
3249.png,251,162,324,248,face_with_mask
3470.png,294,27,406,166,face_with_mask
2220.png,361,46,476,182,face_with_mask
4119.png,292,75,383,183,face_with_mask
4119.png,509,93,570,162,face_with_mask
3091.png,6,326,179,524,face_with_mask
3091.png,277,159,401,317,face_with_mask
3091.png,523,205,667,374,face_with_mask
5265.jpg,859,219,959,381,face_with_mask
2430.png,216,149,260,201,face_with_mask
5619.jpg,63,35,132,137,face_with_mask
5619.jpg,367,40,438,141,face_with_mask
5619.jpg,645,25,724,135,face_with_mask
5619.jpg,739,34,825,152,face_with_mask
4349.png,135,25,408,444,face_with_mask
3885.png,51,37,413,588,face_with_mask
4593.png,857,201,902,247,face_with_mask
4593.png,136,90,222,191,face_with_mask
4593.png,369,164,416,217,face_with_mask
4593.png,644,170,684,216,face_with_mask
1993.jpg,1162,13,1386,281,face_with_mask
1993.jpg,392,589,586,765,face_with_mask
1993.jpg,187,557,377,782,face_with_mask
1943.jpg,111,54,246,218,face_with_mask
1943.jpg,410,69,515,205,face_with_mask
5227.jpg,288,88,380,220,face_with_mask
5227.jpg,427,185,514,293,face_with_mask
1906.jpg,845,497,1374,1158,face_with_mask
1906.jpg,734,523,1397,1129,face_with_mask
4652.png,198,43,409,312,face_with_mask
2403.png,55,53,289,386,face_with_mask
2112.jpg,173,43,217,97,face_with_mask
2112.jpg,386,39,426,84,face_with_mask
3617.png,110,3,424,421,face_with_mask
5111.jpg,77,109,569,840,face_with_mask
3586.png,86,84,205,170,face_with_mask
4829.png,224,57,614,598,face_with_mask
2759.png,211,5,397,235,face_with_mask
3015.png,268,2,536,377,face_with_mask
5626.png,204,10,434,331,face_with_mask
4198.png,119,70,412,499,face_with_mask
4313.png,120,37,533,611,face_with_mask
4737.png,182,35,768,578,face_with_mask
5733.jpg,459,79,644,339,face_with_mask
5071.jpg,487,51,909,631,face_with_mask
4466.png,39,60,171,203,face_with_mask
4466.png,439,78,499,171,face_with_mask
4466.png,520,82,566,135,face_with_mask
4466.png,595,104,629,142,face_with_mask
2580.png,142,19,288,194,face_with_mask
3234.png,266,2,508,296,face_with_mask
3112.png,303,4,676,496,face_with_mask
3464.png,395,202,485,328,face_with_mask
4901.png,384,15,786,532,face_with_mask
2025.jpg,177,42,491,441,face_with_mask
3645.png,788,59,886,192,face_with_mask
3645.png,349,8,481,230,face_with_mask
3645.png,190,0,270,87,face_with_mask
3645.png,785,23,828,81,face_with_mask
5401.jpg,876,915,1199,1282,face_with_mask
2812.png,81,108,261,360,face_with_mask
3857.png,273,5,392,170,face_with_mask
4380.png,274,25,369,123,face_with_mask
4648.png,183,16,470,344,face_with_mask
2680.png,170,19,308,218,face_with_mask
4867.png,265,8,505,274,face_with_mask
4284.png,439,7,863,469,face_with_mask
4284.png,3,159,257,601,face_with_mask
4524.png,266,8,521,400,face_with_mask
4524.png,6,55,218,392,face_with_mask
4011.png,738,2,942,171,face_with_mask
4011.png,213,464,326,585,face_with_mask
2620.png,279,27,411,228,face_with_mask
4514.png,107,6,251,186,face_with_mask
4514.png,283,7,392,145,face_with_mask
4514.png,399,79,480,177,face_with_mask
4685.png,83,105,341,434,face_with_mask
4971.png,141,10,524,587,face_with_mask
3051.png,82,4,477,505,face_with_mask
5083.jpg,135,74,366,366,face_with_mask
2216.png,423,122,475,184,face_with_mask
2359.png,538,215,626,433,face_with_mask
2359.png,393,181,520,336,face_with_mask
2359.png,122,41,176,109,face_with_mask
2359.png,204,106,253,161,face_with_mask
4227.png,284,0,706,527,face_with_mask
3815.png,352,181,422,266,face_with_mask
2424.png,327,5,453,197,face_with_mask
3468.png,273,180,345,263,face_with_mask
3468.png,127,173,198,267,face_with_mask
3468.png,377,152,411,209,face_with_mask
3468.png,196,145,231,185,face_with_mask
3468.png,2,157,67,219,face_with_mask
3468.png,97,146,141,196,face_with_mask
3468.png,275,122,304,160,face_with_mask
3468.png,310,114,337,149,face_with_mask
3468.png,358,99,382,126,face_with_mask
3468.png,386,96,409,122,face_with_mask
3468.png,411,130,432,164,face_with_mask
3468.png,331,156,385,217,face_with_mask
3468.png,192,3,225,41,face_with_mask
3468.png,433,21,463,58,face_with_mask
2625.png,216,190,354,352,face_with_mask
2625.png,287,242,508,506,face_with_mask
4188.png,79,56,465,355,face_with_mask
4943.png,104,246,254,443,face_with_mask
4943.png,364,237,481,405,face_with_mask
4943.png,273,170,341,258,face_with_mask
4943.png,361,151,435,239,face_with_mask
4943.png,431,101,473,167,face_with_mask
4943.png,393,90,433,137,face_with_mask
4943.png,321,97,376,157,face_with_mask
4943.png,168,88,220,158,face_with_mask
4943.png,50,21,145,156,face_with_mask
4943.png,254,60,300,114,face_with_mask
4943.png,265,18,291,52,face_with_mask
4943.png,300,61,335,110,face_with_mask
4943.png,201,57,230,89,face_with_mask
4943.png,151,50,188,99,face_with_mask
4943.png,2,7,39,46,face_with_mask
4943.png,0,50,25,92,face_with_mask
6425.png,90,23,475,597,face_with_mask
4622.png,241,0,466,243,face_with_mask
4038.png,196,46,521,554,face_with_mask
4604.png,42,78,118,165,face_with_mask
4604.png,517,70,579,156,face_with_mask
4604.png,671,37,728,118,face_with_mask
4604.png,479,235,568,334,face_with_mask
4604.png,565,68,606,123,face_with_mask
5127.jpg,1,20,220,311,face_with_mask
5127.jpg,219,51,351,231,face_with_mask
5127.jpg,317,32,405,173,face_with_mask
5127.jpg,396,37,452,167,face_with_mask
3264.png,103,105,487,489,face_with_mask
2940.png,147,53,244,181,face_with_mask
4808.png,526,107,583,174,face_with_mask
4808.png,289,137,347,211,face_with_mask
4808.png,50,134,106,205,face_with_mask
3868.png,571,119,675,271,face_with_mask
3868.png,252,84,359,233,face_with_mask
3712.png,46,93,253,329,face_with_mask
3442.png,55,5,476,414,face_with_mask
2844.png,252,94,649,619,face_with_mask
3419.png,130,88,334,343,face_with_mask
4305.png,19,68,230,310,face_with_mask
2181.png,43,73,246,342,face_with_mask
2181.png,302,40,494,284,face_with_mask
1839.jpg,437,27,561,167,face_with_mask
3328.png,32,8,361,428,face_with_mask
4975.png,455,93,599,300,face_with_mask
4527.png,49,39,398,502,face_with_mask
4467.png,223,5,428,272,face_with_mask
4133.png,264,252,311,323,face_with_mask
3880.png,229,2,584,492,face_with_mask
1995.jpg,481,94,654,301,face_with_mask
1995.jpg,267,66,429,265,face_with_mask
2591.png,278,49,425,285,face_with_mask
2463.png,179,96,491,494,face_with_mask
1918.jpg,310,87,472,302,face_with_mask
1826.jpg,1485,13,2433,1163,face_with_mask
1826.jpg,969,172,1375,631,face_with_mask
3803.png,447,104,526,208,face_with_mask
3710.png,226,41,401,266,face_with_mask
2589.png,469,79,570,229,face_with_mask
4994.jpg,16,213,403,731,face_with_mask
2045.jpg,882,183,1047,386,face_with_mask
2045.jpg,210,75,384,266,face_with_mask
2663.png,347,5,604,256,face_with_mask
3073.png,123,30,229,163,face_with_mask
4592.png,221,75,351,225,face_with_mask
4164.png,64,78,451,648,face_with_mask
2267.png,123,8,630,606,face_with_mask
4418.png,152,104,348,364,face_with_mask
4064.png,244,344,323,452,face_with_mask
4064.png,394,274,481,376,face_with_mask
4460.png,225,105,266,168,face_with_mask
4460.png,261,143,309,208,face_with_mask
3460.png,25,2,159,105,face_with_mask
4005.png,14,59,342,432,face_with_mask
2761.png,43,93,252,397,face_with_mask
2761.png,258,125,449,409,face_with_mask
3805.png,233,21,549,468,face_with_mask
4230.png,88,5,360,347,face_with_mask
2845.png,226,4,447,272,face_with_mask
2845.png,428,184,711,599,face_with_mask
4241.png,128,136,220,258,face_with_mask
3451.png,129,224,328,525,face_with_mask
4384.png,92,90,358,391,face_with_mask
3826.png,270,19,319,90,face_with_mask
4838.png,306,17,452,209,face_with_mask
2315.png,154,75,583,610,face_with_mask
2745.png,228,130,323,261,face_with_mask
1920.jpg,187,131,410,380,face_with_mask
4251.png,182,86,419,436,face_with_mask
4251.png,1,193,196,511,face_with_mask
3231.png,274,16,564,363,face_with_mask
4573.png,313,6,578,320,face_with_mask
4395.png,29,5,422,582,face_with_mask
4503.png,45,10,263,328,face_with_mask
2123.jpg,370,60,547,292,face_with_mask
2123.jpg,470,252,654,454,face_with_mask
2123.jpg,260,111,363,285,face_with_mask
4905.png,340,9,512,197,face_with_mask
4312.png,76,7,498,481,face_with_mask
2895.png,241,129,306,202,face_with_mask
3752.png,11,2,442,369,face_with_mask
1864.jpg,1112,1442,2550,3458,face_with_mask
3437.png,79,25,496,608,face_with_mask
1827.jpg,156,191,375,414,face_with_mask
5190.jpg,1411,445,2436,1564,face_with_mask
5735.jpg,322,25,467,193,face_with_mask
2351.png,393,193,469,296,face_with_mask
2351.png,207,185,318,298,face_with_mask
4222.png,193,0,512,298,face_with_mask
4222.png,189,1,510,293,face_with_mask
3825.png,459,272,524,347,face_with_mask
4166.png,496,71,787,376,face_with_mask
4166.png,686,166,994,493,face_with_mask
4166.png,932,81,1079,285,face_with_mask
5192.jpg,1960,910,3248,2899,face_with_mask
4127.png,116,172,360,462,face_with_mask
2132.jpg,112,67,351,388,face_with_mask
4612.png,150,0,602,610,face_with_mask
4086.png,223,161,253,199,face_with_mask
4086.png,323,169,356,208,face_with_mask
4086.png,65,167,87,201,face_with_mask
4086.png,431,181,469,224,face_with_mask
3883.png,152,5,488,460,face_with_mask
3215.png,191,4,395,270,face_with_mask
4123.png,322,2,731,443,face_with_mask
4502.png,219,155,424,427,face_with_mask
3969.png,105,5,498,431,face_with_mask
2505.png,421,199,654,531,face_with_mask
3616.png,149,35,568,556,face_with_mask
3138.png,0,218,172,511,face_with_mask
3138.png,124,229,285,404,face_with_mask
3138.png,124,5,264,162,face_with_mask
3138.png,302,0,402,82,face_with_mask
3138.png,372,127,524,271,face_with_mask
4852.png,256,10,683,568,face_with_mask
6394.jpg,71,23,148,100,face_with_mask
4506.png,103,15,411,465,face_with_mask
4506.png,414,7,689,394,face_with_mask
3493.png,88,14,474,503,face_with_mask
5100.jpg,280,131,728,715,face_with_mask
4803.png,146,82,338,322,face_with_mask
4747.png,35,7,384,396,face_with_mask
2099.jpg,639,151,892,469,face_with_mask
2678.png,553,11,657,165,face_with_mask
2678.png,7,31,131,185,face_with_mask
2678.png,504,251,608,371,face_with_mask
1806.jpg,509,184,617,313,face_with_mask
3070.png,258,108,377,256,face_with_mask
3070.png,587,110,643,163,face_with_mask
3019.png,108,3,378,288,face_with_mask
3681.png,235,114,489,492,face_with_mask
4722.png,123,19,213,142,face_with_mask
4722.png,281,155,315,203,face_with_mask
4722.png,406,175,463,231,face_with_mask
2903.png,360,1,723,409,face_with_mask
3963.png,249,118,325,199,face_with_mask
6426.png,345,56,530,296,face_with_mask
2510.png,436,135,559,256,face_with_mask
5096.jpg,283,53,589,438,face_with_mask
5096.jpg,467,0,864,293,face_with_mask
2410.png,85,3,311,287,face_with_mask
2300.png,1,1,666,616,face_with_mask
4048.png,277,99,563,448,face_with_mask
5232.jpg,156,98,373,328,face_with_mask
5232.jpg,514,3,800,305,face_with_mask
3654.png,291,5,408,141,face_with_mask
3178.png,625,17,802,242,face_with_mask
5003.jpg,304,9,470,230,face_with_mask
5195.jpg,2375,370,3570,1743,face_with_mask
5124.png,63,19,330,375,face_with_mask
4352.png,395,41,467,145,face_with_mask
4352.png,604,159,629,187,face_with_mask
4375.png,124,3,461,412,face_with_mask
4176.png,4,90,174,336,face_with_mask
4464.png,233,37,366,218,face_with_mask
3191.png,210,149,272,228,face_with_mask
3191.png,122,117,162,167,face_with_mask
3191.png,45,103,84,158,face_with_mask
2534.png,90,195,477,656,face_with_mask
4888.png,12,70,342,563,face_with_mask
4888.png,308,14,601,400,face_with_mask
2434.png,374,60,544,259,face_with_mask
2610.png,682,34,821,222,face_with_mask
2610.png,193,5,462,286,face_with_mask
2714.png,337,35,413,130,face_with_mask
4238.png,227,47,522,444,face_with_mask
5207.jpg,623,37,838,219,face_with_mask
2086.jpg,307,72,459,275,face_with_mask
2001.jpg,293,137,525,437,face_with_mask
4937.png,337,86,712,554,face_with_mask
4065.png,145,0,570,418,face_with_mask
3495.png,312,7,437,184,face_with_mask
3844.png,100,0,324,295,face_with_mask
4889.png,76,8,612,607,face_with_mask
2130.jpg,358,45,588,338,face_with_mask
2608.png,528,177,684,372,face_with_mask
2670.png,165,57,316,231,face_with_mask
2670.png,550,23,651,140,face_with_mask
2670.png,542,154,648,277,face_with_mask
2670.png,303,111,338,245,face_with_mask
2670.png,338,132,381,218,face_with_mask
4343.png,68,30,520,670,face_with_mask
2104.jpg,379,38,466,174,face_with_mask
2104.jpg,89,7,241,190,face_with_mask
1903.jpg,753,44,1048,420,face_with_mask
5084.jpeg,990,377,1425,992,face_with_mask
5084.jpeg,1919,932,2089,1143,face_with_mask
2393.png,119,14,486,514,face_with_mask
4569.png,83,16,506,559,face_with_mask
3817.png,97,202,347,534,face_with_mask
3817.png,811,0,929,141,face_with_mask
3817.png,587,125,724,299,face_with_mask
3817.png,404,289,565,424,face_with_mask
3347.png,131,134,192,211,face_with_mask
3347.png,246,174,306,242,face_with_mask
3347.png,380,160,444,220,face_with_mask
3043.png,120,3,435,458,face_with_mask
4370.png,136,6,475,326,face_with_mask
5156.jpg,214,96,626,585,face_with_mask
2648.png,229,21,330,156,face_with_mask
2648.png,601,13,720,166,face_with_mask
2493.png,293,33,390,164,face_with_mask
3810.png,425,108,507,209,face_with_mask
3810.png,203,2,291,73,face_with_mask
4546.png,189,249,499,574,face_with_mask
2686.png,150,26,362,258,face_with_mask
2686.png,1,175,46,254,face_with_mask
3914.png,112,5,527,566,face_with_mask
2878.png,274,59,365,169,face_with_mask
2878.png,523,206,581,283,face_with_mask
3830.png,140,19,459,529,face_with_mask
1991.jpg,2997,1201,3352,1632,face_with_mask
1991.jpg,2403,1362,2803,1750,face_with_mask
1991.jpg,1086,1352,1470,1791,face_with_mask
2535.png,199,121,337,333,face_with_mask
3050.png,115,8,329,301,face_with_mask
3050.png,440,1,676,282,face_with_mask
3454.png,120,25,636,600,face_with_mask
2810.png,339,185,454,280,face_with_mask
2810.png,161,493,261,594,face_with_mask
2043.jpg,541,187,680,333,face_with_mask
4497.png,348,201,408,278,face_with_mask
3313.png,332,147,439,284,face_with_mask
5194.jpg,516,11,772,331,face_with_mask
4409.png,287,26,642,464,face_with_mask
5001.jpg,59,0,151,56,face_with_mask
1954.jpg,292,119,658,567,face_with_mask
4174.png,446,127,583,309,face_with_mask
4174.png,749,117,942,363,face_with_mask
4174.png,318,87,448,238,face_with_mask
4763.png,260,104,448,384,face_with_mask
4763.png,531,281,751,551,face_with_mask
3697.png,131,68,292,328,face_with_mask
3697.png,273,34,517,355,face_with_mask
4792.png,157,144,264,267,face_with_mask
2491.png,203,301,240,355,face_with_mask
5048.jpg,807,188,1135,609,face_with_mask
2040.jpg,941,131,1304,581,face_with_mask
3388.png,219,4,517,380,face_with_mask
3945.png,335,90,521,287,face_with_mask
3945.png,214,150,316,237,face_with_mask
4348.png,142,40,411,361,face_with_mask
4911.png,99,9,550,607,face_with_mask
4275.png,292,9,559,358,face_with_mask
5134.jpg,331,105,716,453,face_with_mask
5134.jpg,998,52,1300,327,face_with_mask
2710.png,314,98,412,215,face_with_mask
2736.png,462,143,556,246,face_with_mask
5412.jpg,615,230,824,515,face_with_mask
3917.png,171,2,527,505,face_with_mask
2357.png,193,58,438,344,face_with_mask
3446.png,64,60,381,520,face_with_mask
4446.png,395,205,483,299,face_with_mask
5435.jpg,180,127,553,693,face_with_mask
4804.png,390,24,763,372,face_with_mask
3462.png,121,4,960,668,face_with_mask
5152.jpg,401,60,702,454,face_with_mask
4290.png,240,12,674,514,face_with_mask
3650.png,96,260,146,320,face_with_mask
5068.jpg,294,41,459,223,face_with_mask
2005.jpg,2266,594,3247,1700,face_with_mask
4379.png,304,192,359,265,face_with_mask
3010.png,363,110,427,181,face_with_mask
4738.png,252,122,544,474,face_with_mask
2382.png,289,115,387,227,face_with_mask
2366.png,321,111,450,257,face_with_mask
2684.png,259,144,347,252,face_with_mask
5208.jpg,1937,577,3203,2141,face_with_mask
5205.jpg,293,14,440,222,face_with_mask
5090.jpg,180,476,670,1155,face_with_mask
5090.jpg,1135,361,1516,992,face_with_mask
5090.jpg,1532,293,2006,876,face_with_mask
5011.jpg,501,101,591,227,face_with_mask
5011.jpg,281,115,390,227,face_with_mask
5011.jpg,95,125,191,248,face_with_mask
4896.png,461,31,562,134,face_with_mask
4896.png,12,33,82,105,face_with_mask
2361.png,280,69,603,447,face_with_mask
4334.png,44,154,231,428,face_with_mask
4334.png,237,159,429,409,face_with_mask
2854.png,237,23,682,498,face_with_mask
4841.png,15,8,369,395,face_with_mask
2913.png,100,10,692,422,face_with_mask
3365.png,300,55,344,106,face_with_mask
3365.png,416,8,469,67,face_with_mask
3458.png,261,107,375,274,face_with_mask
4687.png,52,58,378,568,face_with_mask
5043.jpg,1186,91,1731,748,face_with_mask
5043.jpg,820,503,1019,692,face_with_mask
4073.png,454,23,974,662,face_with_mask
5117.jpg,144,117,245,219,face_with_mask
2677.png,37,20,194,229,face_with_mask
4851.png,468,151,550,245,face_with_mask
4851.png,78,36,189,159,face_with_mask
2291.png,334,4,449,138,face_with_mask
1956.jpg,349,58,508,248,face_with_mask
1956.jpg,31,233,95,310,face_with_mask
3113.png,156,0,661,599,face_with_mask
2124.jpg,661,101,895,412,face_with_mask
2124.jpg,944,257,1143,517,face_with_mask
2124.jpg,80,287,300,575,face_with_mask
2124.jpg,272,276,427,519,face_with_mask
3080.png,51,110,125,207,face_with_mask
3080.png,232,116,300,209,face_with_mask
3080.png,334,137,431,255,face_with_mask
3035.png,142,27,613,587,face_with_mask
2328.png,322,125,480,353,face_with_mask
2748.png,338,269,444,373,face_with_mask
3937.png,190,114,265,208,face_with_mask
3937.png,582,116,652,167,face_with_mask
2613.png,310,53,403,177,face_with_mask
3047.png,60,42,368,494,face_with_mask
