,name,x1,x2,y1,y2,classname
11002,4119.png,509,93,570,162,face_with_mask
11010,3091.png,6,326,179,524,face_with_mask
11011,3091.png,277,159,401,317,face_with_mask
11012,3091.png,523,205,667,374,face_with_mask
11023,5265.jpg,859,219,959,381,face_with_mask
11024,2430.png,216,149,260,201,face_with_mask
11032,5619.jpg,63,35,132,137,face_with_mask
11033,5619.jpg,367,40,438,141,face_with_mask
11034,5619.jpg,645,25,724,135,face_with_mask
11035,5619.jpg,739,34,825,152,face_with_mask
11037,4349.png,135,25,408,444,face_with_mask
11039,3885.png,51,37,413,588,face_with_mask
11044,4593.png,857,201,902,247,face_with_mask
11045,4593.png,136,90,222,191,face_with_mask
11046,4593.png,369,164,416,217,face_with_mask
11047,4593.png,644,170,684,216,face_with_mask
11052,1993.jpg,1162,13,1386,281,face_with_mask
11055,1993.jpg,392,589,586,765,face_with_mask
11056,1993.jpg,187,557,377,782,face_with_mask
11061,1943.jpg,111,54,246,218,face_with_mask
11063,1943.jpg,410,69,515,205,face_with_mask
11065,5227.jpg,288,88,380,220,face_with_mask
11066,5227.jpg,427,185,514,293,face_with_mask
11071,1906.jpg,845,497,1374,1158,face_with_mask
11072,1906.jpg,734,523,1397,1129,face_with_mask
11084,4652.png,198,43,409,312,face_with_mask
11089,2403.png,55,53,289,386,face_with_mask
11097,2112.jpg,173,43,217,97,face_with_mask
11098,2112.jpg,386,39,426,84,face_with_mask
11100,3617.png,110,3,424,421,face_with_mask
11102,5111.jpg,77,109,569,840,face_with_mask
11107,3586.png,86,84,205,170,face_with_mask
11109,4829.png,224,57,614,598,face_with_mask
11111,2759.png,211,5,397,235,face_with_mask
11115,3015.png,268,2,536,377,face_with_mask
11120,5626.png,204,10,434,331,face_with_mask
11125,4198.png,119,70,412,499,face_with_mask
11127,4313.png,120,37,533,611,face_with_mask
11139,4737.png,182,35,768,578,face_with_mask
11143,5733.jpg,459,79,644,339,face_with_mask
11145,5071.jpg,487,51,909,631,face_with_mask
11147,4466.png,39,60,171,203,face_with_mask
11148,4466.png,439,78,499,171,face_with_mask
11152,4466.png,520,82,566,135,face_with_mask
11153,4466.png,595,104,629,142,face_with_mask
11156,2580.png,142,19,288,194,face_with_mask
11161,3234.png,266,2,508,296,face_with_mask
11164,3112.png,303,4,676,496,face_with_mask
11170,3464.png,395,202,485,328,face_with_mask
11173,4901.png,384,15,786,532,face_with_mask
11175,2025.jpg,177,42,491,441,face_with_mask
11177,3645.png,788,59,886,192,face_with_mask
11178,3645.png,349,8,481,230,face_with_mask
11183,3645.png,190,0,270,87,face_with_mask
11185,3645.png,785,23,828,81,face_with_mask
11186,5401.jpg,876,915,1199,1282,face_with_mask
11188,2812.png,81,108,261,360,face_with_mask
11199,3857.png,273,5,392,170,face_with_mask
11205,4380.png,274,25,369,123,face_with_mask
11207,4648.png,183,16,470,344,face_with_mask
11210,2680.png,170,19,308,218,face_with_mask
11212,4867.png,265,8,505,274,face_with_mask
11219,4284.png,439,7,863,469,face_with_mask
11220,4284.png,3,159,257,601,face_with_mask
11225,4524.png,266,8,521,400,face_with_mask
11226,4524.png,6,55,218,392,face_with_mask
11231,4011.png,738,2,942,171,face_with_mask
11232,4011.png,213,464,326,585,face_with_mask
11241,2620.png,279,27,411,228,face_with_mask
11247,4514.png,107,6,251,186,face_with_mask
11248,4514.png,283,7,392,145,face_with_mask
11249,4514.png,399,79,480,177,face_with_mask
11258,4685.png,83,105,341,434,face_with_mask
11260,4971.png,141,10,524,587,face_with_mask
11270,3051.png,82,4,477,505,face_with_mask
11272,5083.jpg,135,74,366,366,face_with_mask
11275,2216.png,423,122,475,184,face_with_mask
11281,2359.png,538,215,626,433,face_with_mask
11282,2359.png,393,181,520,336,face_with_mask
11283,2359.png,122,41,176,109,face_with_mask
11284,2359.png,204,106,253,161,face_with_mask
11289,4227.png,284,0,706,527,face_with_mask
11292,3815.png,352,181,422,266,face_with_mask
11295,2424.png,327,5,453,197,face_with_mask
11298,3468.png,273,180,345,263,face_with_mask
11299,3468.png,127,173,198,267,face_with_mask
11300,3468.png,377,152,411,209,face_with_mask
11304,3468.png,196,145,231,185,face_with_mask
11306,3468.png,2,157,67,219,face_with_mask
11307,3468.png,97,146,141,196,face_with_mask
11308,3468.png,275,122,304,160,face_with_mask
11309,3468.png,310,114,337,149,face_with_mask
11310,3468.png,358,99,382,126,face_with_mask
11311,3468.png,386,96,409,122,face_with_mask
11312,3468.png,411,130,432,164,face_with_mask
11313,3468.png,331,156,385,217,face_with_mask
11314,3468.png,192,3,225,41,face_with_mask
11315,3468.png,433,21,463,58,face_with_mask
11326,2625.png,216,190,354,352,face_with_mask
11327,2625.png,287,242,508,506,face_with_mask
11332,4188.png,79,56,465,355,face_with_mask
11342,4943.png,104,246,254,443,face_with_mask
11343,4943.png,364,237,481,405,face_with_mask
11344,4943.png,273,170,341,258,face_with_mask
11345,4943.png,361,151,435,239,face_with_mask
11346,4943.png,431,101,473,167,face_with_mask
11347,4943.png,393,90,433,137,face_with_mask
11348,4943.png,321,97,376,157,face_with_mask
11349,4943.png,168,88,220,158,face_with_mask
11350,4943.png,50,21,145,156,face_with_mask
11367,4943.png,254,60,300,114,face_with_mask
11368,4943.png,265,18,291,52,face_with_mask
11369,4943.png,300,61,335,110,face_with_mask
11370,4943.png,201,57,230,89,face_with_mask
11371,4943.png,151,50,188,99,face_with_mask
11372,4943.png,2,7,39,46,face_with_mask
11373,4943.png,0,50,25,92,face_with_mask
11376,6425.png,90,23,475,597,face_with_mask
11377,4622.png,241,0,466,243,face_with_mask
11380,4038.png,196,46,521,554,face_with_mask
11383,4604.png,42,78,118,165,face_with_mask
11384,4604.png,517,70,579,156,face_with_mask
11385,4604.png,671,37,728,118,face_with_mask
11386,4604.png,479,235,568,334,face_with_mask
11393,4604.png,565,68,606,123,face_with_mask
11394,5127.jpg,1,20,220,311,face_with_mask
11395,5127.jpg,219,51,351,231,face_with_mask
11396,5127.jpg,317,32,405,173,face_with_mask
11397,5127.jpg,396,37,452,167,face_with_mask
11402,3264.png,103,105,487,489,face_with_mask
11420,2940.png,147,53,244,181,face_with_mask
11422,4808.png,526,107,583,174,face_with_mask
11423,4808.png,289,137,347,211,face_with_mask
11424,4808.png,50,134,106,205,face_with_mask
11428,3868.png,571,119,675,271,face_with_mask
11431,3868.png,252,84,359,233,face_with_mask
11435,3712.png,46,93,253,329,face_with_mask
11438,3442.png,55,5,476,414,face_with_mask
11450,2844.png,252,94,649,619,face_with_mask
11457,3419.png,130,88,334,343,face_with_mask
11464,4305.png,19,68,230,310,face_with_mask
11468,2181.png,43,73,246,342,face_with_mask
11469,2181.png,302,40,494,284,face_with_mask
11472,1839.jpg,437,27,561,167,face_with_mask
11474,3328.png,32,8,361,428,face_with_mask
11476,4975.png,455,93,599,300,face_with_mask
11479,4527.png,49,39,398,502,face_with_mask
11482,4467.png,223,5,428,272,face_with_mask
11485,4133.png,264,252,311,323,face_with_mask
11489,3880.png,229,2,584,492,face_with_mask
11493,1995.jpg,481,94,654,301,face_with_mask
11494,1995.jpg,267,66,429,265,face_with_mask
11502,2591.png,278,49,425,285,face_with_mask
11507,2463.png,179,96,491,494,face_with_mask
11509,1918.jpg,310,87,472,302,face_with_mask
11523,1826.jpg,1485,13,2433,1163,face_with_mask
11524,1826.jpg,969,172,1375,631,face_with_mask
11529,3803.png,447,104,526,208,face_with_mask
11533,3710.png,226,41,401,266,face_with_mask
11535,2589.png,469,79,570,229,face_with_mask
11537,4994.jpg,16,213,403,731,face_with_mask
11540,2045.jpg,882,183,1047,386,face_with_mask
11541,2045.jpg,210,75,384,266,face_with_mask
11551,2663.png,347,5,604,256,face_with_mask
11555,3073.png,123,30,229,163,face_with_mask
11557,4592.png,221,75,351,225,face_with_mask
11561,4164.png,64,78,451,648,face_with_mask
11563,2267.png,123,8,630,606,face_with_mask
11567,4418.png,152,104,348,364,face_with_mask
11572,4064.png,244,344,323,452,face_with_mask
11576,4064.png,394,274,481,376,face_with_mask
11577,4460.png,225,105,266,168,face_with_mask
11578,4460.png,261,143,309,208,face_with_mask
11584,3460.png,25,2,159,105,face_with_mask
11586,4005.png,14,59,342,432,face_with_mask
11588,2761.png,43,93,252,397,face_with_mask
11589,2761.png,258,125,449,409,face_with_mask
11592,3805.png,233,21,549,468,face_with_mask
11595,4230.png,88,5,360,347,face_with_mask
11598,2845.png,226,4,447,272,face_with_mask
11599,2845.png,428,184,711,599,face_with_mask
11602,4241.png,128,136,220,258,face_with_mask
11605,3451.png,129,224,328,525,face_with_mask
11609,4384.png,92,90,358,391,face_with_mask
11612,3826.png,270,19,319,90,face_with_mask
11617,4838.png,306,17,452,209,face_with_mask
11619,2315.png,154,75,583,610,face_with_mask
11627,2745.png,228,130,323,261,face_with_mask
11629,1920.jpg,187,131,410,380,face_with_mask
11631,4251.png,182,86,419,436,face_with_mask
11632,4251.png,1,193,196,511,face_with_mask
11653,3231.png,274,16,564,363,face_with_mask
11655,4573.png,313,6,578,320,face_with_mask
11657,4395.png,29,5,422,582,face_with_mask
11660,4503.png,45,10,263,328,face_with_mask
11662,2123.jpg,370,60,547,292,face_with_mask
11663,2123.jpg,470,252,654,454,face_with_mask
11668,2123.jpg,260,111,363,285,face_with_mask
11669,4905.png,340,9,512,197,face_with_mask
11671,4312.png,76,7,498,481,face_with_mask
11679,2895.png,241,129,306,202,face_with_mask
11681,3752.png,11,2,442,369,face_with_mask
11683,1864.jpg,1112,1442,2550,3458,face_with_mask
11687,3437.png,79,25,496,608,face_with_mask
11690,1827.jpg,156,191,375,414,face_with_mask
11692,5190.jpg,1411,445,2436,1564,face_with_mask
11694,5735.jpg,322,25,467,193,face_with_mask
11711,2351.png,393,193,469,296,face_with_mask
11714,2351.png,207,185,318,298,face_with_mask
11717,4222.png,193,0,512,298,face_with_mask
11718,4222.png,189,1,510,293,face_with_mask
11719,3825.png,459,272,524,347,face_with_mask
11725,4166.png,496,71,787,376,face_with_mask
11726,4166.png,686,166,994,493,face_with_mask
11731,4166.png,932,81,1079,285,face_with_mask
11733,5192.jpg,1960,910,3248,2899,face_with_mask
11741,4127.png,116,172,360,462,face_with_mask
11744,2132.jpg,112,67,351,388,face_with_mask
11752,4612.png,150,0,602,610,face_with_mask
11763,4086.png,223,161,253,199,face_with_mask
11764,4086.png,323,169,356,208,face_with_mask
11765,4086.png,65,167,87,201,face_with_mask
11766,4086.png,431,181,469,224,face_with_mask
11776,3883.png,152,5,488,460,face_with_mask
11779,3215.png,191,4,395,270,face_with_mask
11782,4123.png,322,2,731,443,face_with_mask
11784,4502.png,219,155,424,427,face_with_mask
11789,3969.png,105,5,498,431,face_with_mask
11792,2505.png,421,199,654,531,face_with_mask
11794,3616.png,149,35,568,556,face_with_mask
11796,3138.png,0,218,172,511,face_with_mask
11797,3138.png,124,229,285,404,face_with_mask
11798,3138.png,124,5,264,162,face_with_mask
11799,3138.png,302,0,402,82,face_with_mask
11800,3138.png,372,127,524,271,face_with_mask
11812,4852.png,256,10,683,568,face_with_mask
11818,6394.jpg,71,23,148,100,face_with_mask
11819,4506.png,103,15,411,465,face_with_mask
11820,4506.png,414,7,689,394,face_with_mask
11824,3493.png,88,14,474,503,face_with_mask
11827,5100.jpg,280,131,728,715,face_with_mask
11829,4803.png,146,82,338,322,face_with_mask
11832,4747.png,35,7,384,396,face_with_mask
11834,2099.jpg,639,151,892,469,face_with_mask
11836,2678.png,553,11,657,165,face_with_mask
11837,2678.png,7,31,131,185,face_with_mask
11838,2678.png,504,251,608,371,face_with_mask
11847,1806.jpg,509,184,617,313,face_with_mask
11850,3070.png,258,108,377,256,face_with_mask
11853,3070.png,587,110,643,163,face_with_mask
11855,3019.png,108,3,378,288,face_with_mask
11859,3681.png,235,114,489,492,face_with_mask
11861,4722.png,123,19,213,142,face_with_mask
11862,4722.png,281,155,315,203,face_with_mask
11867,4722.png,406,175,463,231,face_with_mask
11868,2903.png,360,1,723,409,face_with_mask
11870,3963.png,249,118,325,199,face_with_mask
11874,6426.png,345,56,530,296,face_with_mask
11876,2510.png,436,135,559,256,face_with_mask
11879,5096.jpg,283,53,589,438,face_with_mask
11880,5096.jpg,467,0,864,293,face_with_mask
11883,2410.png,85,3,311,287,face_with_mask
11886,2300.png,1,1,666,616,face_with_mask
11897,4048.png,277,99,563,448,face_with_mask
11900,5232.jpg,156,98,373,328,face_with_mask
11901,5232.jpg,514,3,800,305,face_with_mask
11904,3654.png,291,5,408,141,face_with_mask
11908,3178.png,625,17,802,242,face_with_mask
11911,5003.jpg,304,9,470,230,face_with_mask
11913,5195.jpg,2375,370,3570,1743,face_with_mask
11916,5124.png,63,19,330,375,face_with_mask
11918,4352.png,395,41,467,145,face_with_mask
11922,4352.png,604,159,629,187,face_with_mask
11924,4375.png,124,3,461,412,face_with_mask
11927,4176.png,4,90,174,336,face_with_mask
11939,4464.png,233,37,366,218,face_with_mask
11949,3191.png,210,149,272,228,face_with_mask
11952,3191.png,122,117,162,167,face_with_mask
11953,3191.png,45,103,84,158,face_with_mask
11957,2534.png,90,195,477,656,face_with_mask
11963,4888.png,12,70,342,563,face_with_mask
11964,4888.png,308,14,601,400,face_with_mask
11967,2434.png,374,60,544,259,face_with_mask
11969,2610.png,682,34,821,222,face_with_mask
11970,2610.png,193,5,462,286,face_with_mask
11981,2714.png,337,35,413,130,face_with_mask
11988,4238.png,227,47,522,444,face_with_mask
11990,5207.jpg,623,37,838,219,face_with_mask
11996,2086.jpg,307,72,459,275,face_with_mask
12003,2001.jpg,293,137,525,437,face_with_mask
12005,4937.png,337,86,712,554,face_with_mask
12008,4065.png,145,0,570,418,face_with_mask
12012,3495.png,312,7,437,184,face_with_mask
12014,3844.png,100,0,324,295,face_with_mask
12016,4889.png,76,8,612,607,face_with_mask
12019,2130.jpg,358,45,588,338,face_with_mask
12022,2608.png,528,177,684,372,face_with_mask
12025,2670.png,165,57,316,231,face_with_mask
12026,2670.png,550,23,651,140,face_with_mask
12027,2670.png,542,154,648,277,face_with_mask
12031,2670.png,303,111,338,245,face_with_mask
12032,2670.png,338,132,381,218,face_with_mask
12047,4343.png,68,30,520,670,face_with_mask
12053,2104.jpg,379,38,466,174,face_with_mask
12058,2104.jpg,89,7,241,190,face_with_mask
12061,1903.jpg,753,44,1048,420,face_with_mask
12069,5084.jpeg,990,377,1425,992,face_with_mask
12073,5084.jpeg,1919,932,2089,1143,face_with_mask
12075,2393.png,119,14,486,514,face_with_mask
12080,4569.png,83,16,506,559,face_with_mask
12083,3817.png,97,202,347,534,face_with_mask
12084,3817.png,811,0,929,141,face_with_mask
12085,3817.png,587,125,724,299,face_with_mask
12094,3817.png,404,289,565,424,face_with_mask
12095,3347.png,131,134,192,211,face_with_mask
12096,3347.png,246,174,306,242,face_with_mask
12097,3347.png,380,160,444,220,face_with_mask
12109,3043.png,120,3,435,458,face_with_mask
12111,4370.png,136,6,475,326,face_with_mask
12113,5156.jpg,214,96,626,585,face_with_mask
12116,2648.png,229,21,330,156,face_with_mask
12117,2648.png,601,13,720,166,face_with_mask
12126,2493.png,293,33,390,164,face_with_mask
12129,3810.png,425,108,507,209,face_with_mask
12130,3810.png,203,2,291,73,face_with_mask
12141,4546.png,189,249,499,574,face_with_mask
12143,2686.png,150,26,362,258,face_with_mask
12145,2686.png,1,175,46,254,face_with_mask
12148,3914.png,112,5,527,566,face_with_mask
12155,2878.png,274,59,365,169,face_with_mask
12156,2878.png,523,206,581,283,face_with_mask
12165,3830.png,140,19,459,529,face_with_mask
12167,1991.jpg,2997,1201,3352,1632,face_with_mask
12169,1991.jpg,2403,1362,2803,1750,face_with_mask
12174,1991.jpg,1086,1352,1470,1791,face_with_mask
12182,2535.png,199,121,337,333,face_with_mask
12184,3050.png,115,8,329,301,face_with_mask
12185,3050.png,440,1,676,282,face_with_mask
12191,3454.png,120,25,636,600,face_with_mask
12201,2810.png,339,185,454,280,face_with_mask
12202,2810.png,161,493,261,594,face_with_mask
12207,2043.jpg,541,187,680,333,face_with_mask
12211,4497.png,348,201,408,278,face_with_mask
12214,3313.png,332,147,439,284,face_with_mask
12216,5194.jpg,516,11,772,331,face_with_mask
12220,4409.png,287,26,642,464,face_with_mask
12223,5001.jpg,59,0,151,56,face_with_mask
12226,1954.jpg,292,119,658,567,face_with_mask
12228,4174.png,446,127,583,309,face_with_mask
12229,4174.png,749,117,942,363,face_with_mask
12232,4174.png,318,87,448,238,face_with_mask
12234,4763.png,260,104,448,384,face_with_mask
12235,4763.png,531,281,751,551,face_with_mask
12241,3697.png,131,68,292,328,face_with_mask
12242,3697.png,273,34,517,355,face_with_mask
12256,4792.png,157,144,264,267,face_with_mask
12260,2491.png,203,301,240,355,face_with_mask
12264,5048.jpg,807,188,1135,609,face_with_mask
12269,2040.jpg,941,131,1304,581,face_with_mask
12271,3388.png,219,4,517,380,face_with_mask
12275,3945.png,335,90,521,287,face_with_mask
12279,3945.png,214,150,316,237,face_with_mask
12281,4348.png,142,40,411,361,face_with_mask
12283,4911.png,99,9,550,607,face_with_mask
12287,4275.png,292,9,559,358,face_with_mask
12292,5134.jpg,331,105,716,453,face_with_mask
12293,5134.jpg,998,52,1300,327,face_with_mask
12302,2710.png,314,98,412,215,face_with_mask
12306,2736.png,462,143,556,246,face_with_mask
12308,5412.jpg,615,230,824,515,face_with_mask
12312,3917.png,171,2,527,505,face_with_mask
12318,2357.png,193,58,438,344,face_with_mask
12321,3446.png,64,60,381,520,face_with_mask
12323,4446.png,395,205,483,299,face_with_mask
12326,5435.jpg,180,127,553,693,face_with_mask
12328,4804.png,390,24,763,372,face_with_mask
12337,3462.png,121,4,960,668,face_with_mask
12341,5152.jpg,401,60,702,454,face_with_mask
12345,4290.png,240,12,674,514,face_with_mask
12347,3650.png,96,260,146,320,face_with_mask
12350,5068.jpg,294,41,459,223,face_with_mask
12353,2005.jpg,2266,594,3247,1700,face_with_mask
12361,4379.png,304,192,359,265,face_with_mask
12368,3010.png,363,110,427,181,face_with_mask
12373,4738.png,252,122,544,474,face_with_mask
12379,2382.png,289,115,387,227,face_with_mask
12381,2366.png,321,111,450,257,face_with_mask
12384,2684.png,259,144,347,252,face_with_mask
12388,5208.jpg,1937,577,3203,2141,face_with_mask
12398,5205.jpg,293,14,440,222,face_with_mask
12401,5090.jpg,180,476,670,1155,face_with_mask
12402,5090.jpg,1135,361,1516,992,face_with_mask
12403,5090.jpg,1532,293,2006,876,face_with_mask
12409,5011.jpg,501,101,591,227,face_with_mask
12410,5011.jpg,281,115,390,227,face_with_mask
12411,5011.jpg,95,125,191,248,face_with_mask
12416,4896.png,461,31,562,134,face_with_mask
12422,4896.png,12,33,82,105,face_with_mask
12423,2361.png,280,69,603,447,face_with_mask
12426,4334.png,44,154,231,428,face_with_mask
12427,4334.png,237,159,429,409,face_with_mask
12433,2854.png,237,23,682,498,face_with_mask
12436,4841.png,15,8,369,395,face_with_mask
12440,2913.png,100,10,692,422,face_with_mask
12447,3365.png,300,55,344,106,face_with_mask
12448,3365.png,416,8,469,67,face_with_mask
12455,3458.png,261,107,375,274,face_with_mask
12457,4687.png,52,58,378,568,face_with_mask
12463,5043.jpg,1186,91,1731,748,face_with_mask
12466,5043.jpg,820,503,1019,692,face_with_mask
12470,4073.png,454,23,974,662,face_with_mask
12480,5117.jpg,144,117,245,219,face_with_mask
12486,2677.png,37,20,194,229,face_with_mask
12490,4851.png,468,151,550,245,face_with_mask
12491,4851.png,78,36,189,159,face_with_mask
12496,2291.png,334,4,449,138,face_with_mask
12498,1956.jpg,349,58,508,248,face_with_mask
12501,1956.jpg,31,233,95,310,face_with_mask
12503,3113.png,156,0,661,599,face_with_mask
12515,2124.jpg,661,101,895,412,face_with_mask
12516,2124.jpg,944,257,1143,517,face_with_mask
12521,2124.jpg,80,287,300,575,face_with_mask
12522,2124.jpg,272,276,427,519,face_with_mask
12525,3080.png,51,110,125,207,face_with_mask
12526,3080.png,232,116,300,209,face_with_mask
12527,3080.png,334,137,431,255,face_with_mask
12531,3035.png,142,27,613,587,face_with_mask
12533,2328.png,322,125,480,353,face_with_mask
12535,2748.png,338,269,444,373,face_with_mask
12537,3937.png,190,114,265,208,face_with_mask
12544,3937.png,582,116,652,167,face_with_mask
12546,2613.png,310,53,403,177,face_with_mask
12548,3047.png,60,42,368,494,face_with_mask
12553,3190.png,462,4,603,175,face_with_mask
12557,2331.png,57,88,288,342,face_with_mask
12559,1941.jpg,501,32,546,93,face_with_mask
12560,1941.jpg,468,24,507,78,face_with_mask
12561,1941.jpg,376,29,419,84,face_with_mask
12562,1941.jpg,334,27,375,80,face_with_mask
12563,1941.jpg,70,14,122,75,face_with_mask
12570,5514.jpg,947,156,1449,763,face_with_mask
12571,3932.png,183,147,243,235,face_with_mask
12573,4629.png,96,10,237,190,face_with_mask
12574,4629.png,453,203,548,341,face_with_mask
12577,1949.jpg,656,71,789,222,face_with_mask
12578,1949.jpg,358,96,474,250,face_with_mask
12583,3123.png,115,206,200,334,face_with_mask
12584,3123.png,246,186,336,313,face_with_mask
12585,3123.png,352,134,419,225,face_with_mask
12586,3123.png,750,284,959,500,face_with_mask
12593,3123.png,457,341,671,503,face_with_mask
12601,5013.jpg,854,154,910,250,face_with_mask
12602,5013.jpg,566,129,659,228,face_with_mask
12603,5013.jpg,400,114,485,206,face_with_mask
12610,5013.jpg,178,177,242,258,face_with_mask
12616,5013.jpg,303,120,377,200,face_with_mask
12617,5013.jpg,703,146,785,233,face_with_mask
12621,4136.png,151,131,249,251,face_with_mask
12625,2295.png,392,6,524,221,face_with_mask
12626,2295.png,159,54,305,236,face_with_mask
12627,2295.png,59,73,155,206,face_with_mask
12631,2010.jpg,383,59,529,254,face_with_mask
12641,2077.jpg,460,104,675,355,face_with_mask
12643,2077.jpg,109,158,322,364,face_with_mask
12646,3985.png,607,175,661,239,face_with_mask
12647,3985.png,475,196,520,259,face_with_mask
12657,2056.jpg,97,22,218,203,face_with_mask
12663,3938.png,111,38,271,228,face_with_mask
12664,3938.png,483,88,646,306,face_with_mask
12673,4215.png,54,173,98,219,face_with_mask
12674,4215.png,412,157,449,207,face_with_mask
12675,4215.png,548,184,608,242,face_with_mask
12677,4215.png,56,170,97,222,face_with_mask
12679,4215.png,415,158,452,205,face_with_mask
12681,4215.png,552,184,611,242,face_with_mask
12685,4168.png,35,3,665,591,face_with_mask
12687,3745.png,122,3,492,443,face_with_mask
12691,5120.jpg,143,198,274,320,face_with_mask
12699,4576.png,405,63,582,285,face_with_mask
12701,3202.png,415,227,456,280,face_with_mask
12702,3202.png,185,274,226,330,face_with_mask
12712,4750.png,751,146,835,249,face_with_mask
12713,4750.png,227,127,324,247,face_with_mask
12721,6423.png,154,0,560,504,face_with_mask
12723,5264.jpg,1674,501,1811,706,face_with_mask
12725,2320.png,180,154,273,264,face_with_mask
12730,3632.png,149,59,518,552,face_with_mask
12735,2252.png,125,5,519,496,face_with_mask
12739,5183.jpg,597,23,866,358,face_with_mask
12747,5181.jpg,341,12,491,219,face_with_mask
12748,5181.jpg,711,109,872,290,face_with_mask
12755,4558.png,86,8,412,379,face_with_mask
12758,1845.jpg,135,231,466,620,face_with_mask
12762,3792.png,64,3,327,347,face_with_mask
12766,3490.png,57,22,444,510,face_with_mask
12768,5160.jpg,57,2,345,346,face_with_mask
12769,5160.jpg,428,143,485,226,face_with_mask
12770,5160.jpg,579,136,656,230,face_with_mask
12771,5160.jpg,724,134,823,256,face_with_mask
12777,3526.png,208,2,519,363,face_with_mask
12779,3931.png,266,193,320,258,face_with_mask
12784,5101.jpg,487,88,541,163,face_with_mask
12785,5101.jpg,188,53,255,136,face_with_mask
12788,2292.png,277,230,320,283,face_with_mask
12791,1973.jpg,236,126,395,319,face_with_mask
12794,4204.png,171,11,580,532,face_with_mask
12801,4083.png,592,46,788,317,face_with_mask
12802,4083.png,247,201,418,428,face_with_mask
12806,4192.png,162,18,462,435,face_with_mask
12810,1810.jpg,363,189,478,343,face_with_mask
12811,1810.jpg,581,198,693,317,face_with_mask
12812,1810.jpg,773,228,863,338,face_with_mask
12822,5261.jpg,311,71,538,352,face_with_mask
12824,2182.png,347,40,619,322,face_with_mask
12826,2225.png,255,27,493,358,face_with_mask
12828,2555.png,164,87,326,324,face_with_mask
12832,1992.jpg,1537,625,1916,1069,face_with_mask
12833,1992.jpg,612,529,1102,1029,face_with_mask
12834,1992.jpg,2314,329,2765,943,face_with_mask
12841,3056.png,268,27,373,168,face_with_mask
12845,2798.png,773,5,1020,586,face_with_mask
12846,2798.png,112,40,501,438,face_with_mask
12854,2464.png,223,24,307,145,face_with_mask
12855,2464.png,417,64,549,196,face_with_mask
12856,2464.png,567,63,698,240,face_with_mask
12863,3770.png,364,110,430,183,face_with_mask
12864,3770.png,508,109,564,175,face_with_mask
12869,3770.png,95,162,122,194,face_with_mask
12870,3770.png,239,170,256,192,face_with_mask
12873,2467.png,126,5,387,366,face_with_mask
12878,5737.jpg,643,263,854,555,face_with_mask
12879,2234.png,598,4,785,227,face_with_mask
12882,3497.png,176,96,457,462,face_with_mask
12884,2658.png,216,222,293,314,face_with_mask
12885,2658.png,551,285,584,329,face_with_mask
12891,4366.png,396,9,810,542,face_with_mask
12893,1823.jpg,386,76,545,285,face_with_mask
12896,4794.png,141,8,513,475,face_with_mask
12905,1953.jpg,2000,318,2555,1154,face_with_mask
12910,3455.png,145,157,395,471,face_with_mask
12912,2926.png,85,45,148,130,face_with_mask
12913,2926.png,310,71,368,155,face_with_mask
12917,2926.png,487,144,509,206,face_with_mask
12921,2873.png,108,238,209,363,face_with_mask
12924,2774.png,58,4,355,409,face_with_mask
12927,4929.png,495,224,666,464,face_with_mask
12928,4929.png,844,238,936,346,face_with_mask
12933,3925.png,145,4,499,352,face_with_mask
12946,1947.jpg,460,180,739,540,face_with_mask
12949,1947.jpg,73,213,336,492,face_with_mask
12951,1947.jpg,914,172,1032,310,face_with_mask
12953,1947.jpg,628,10,762,175,face_with_mask
12955,1947.jpg,703,101,839,285,face_with_mask
12956,1947.jpg,59,83,130,174,face_with_mask
12959,2333.png,88,25,508,577,face_with_mask
12962,5422.jpg,315,301,453,487,face_with_mask
12964,2864.png,260,5,424,173,face_with_mask
12966,3581.png,621,137,786,308,face_with_mask
12967,3581.png,314,188,495,392,face_with_mask
12982,3581.png,91,73,210,198,face_with_mask
12983,3581.png,15,40,98,118,face_with_mask
12984,3581.png,191,40,262,110,face_with_mask
12985,3581.png,293,57,418,156,face_with_mask
12988,4307.png,101,9,613,585,face_with_mask
12996,5182.jpg,699,209,831,387,face_with_mask
13002,4197.png,91,62,352,399,face_with_mask
13006,4772.png,236,242,281,305,face_with_mask
13009,2055.jpg,585,156,684,284,face_with_mask
13010,2055.jpg,358,195,442,300,face_with_mask
13014,2055.jpg,876,145,941,232,face_with_mask
13015,2055.jpg,105,170,231,320,face_with_mask
13018,4581.png,158,17,529,515,face_with_mask
13020,2251.png,243,12,534,368,face_with_mask
13023,2881.png,338,109,402,208,face_with_mask
13024,2881.png,546,36,679,210,face_with_mask
13029,2584.png,203,3,623,478,face_with_mask
13031,3177.png,141,132,214,202,face_with_mask
13033,3177.png,262,162,327,226,face_with_mask
13039,2316.png,227,65,526,488,face_with_mask
13048,5213.jpg,1270,94,1569,452,face_with_mask
13050,5060.jpg,103,318,410,768,face_with_mask
13051,5060.jpg,429,2,744,416,face_with_mask
13059,2141.jpg,490,79,653,262,face_with_mask
13062,2876.png,278,57,363,175,face_with_mask
13066,3321.png,80,92,156,190,face_with_mask
13067,3321.png,315,73,388,153,face_with_mask
13068,3321.png,422,29,489,115,face_with_mask
13069,3321.png,347,262,406,344,face_with_mask
13070,3321.png,191,63,253,149,face_with_mask
13071,3321.png,614,79,677,162,face_with_mask
